given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id
alia,dobrzycki,3,brittlebank circuit,yarrambah,logsnlea,2790,vic,19960130,4588087,78720
holly,berry,41,glendas,bates street,currimundi,4670,nxw,19860508,4314482,11719
flynn,weller,23,woollumt street,allunga,surrey h lils,2840,qld,19700106,9438862,35404
finn,weller,65,leahy close,st francis cillage,croydon north,4019,qld,19240729,7243781,35941
alisa,hand,14,paul coe crescent,colonial cvan park,riverhills,2192,nsw,19160320,4414842,264
shelby,hope,10,newman morris circuit,painui,broadbeach waters,2074,vic,19990707,2483884,40800
toby,pusser,68,tazewell circuit,eagle rock,st clair,2064,vic,19520615,5156078,11125
,hillary,4,mackellar xrescent,bur nside,ashfield,2034,qld,19970102,2137478,84448
cameron,cordingley,1,waite street,summer hill,colca,5238,nsw,19700430,5765191,79249
destnii,bowerman,12,halford crescent,sutton,nollamara,2431,qld,19880821,6089424,30233
eleni,colquhoun,22,temperley street,rowethorpe,firle,4680,vic,19910203,7175387,58361
sarah,mchenry,528,bullock circuit,john flynn medical centre,batlow,4564,vic,19020515,2024964,15968
alicia,tu,21,antis street,lansdowne,kirwan,4169,vic,19391124,9474097,11136
jonah,thorpe,644,monkman s treet,wonga square,canleyheights,5025,vic,19580420,6699959,33925
george,trivett,9,shackleton circuit,kokoda village,cooranbong,2594,sa,19301027,2514290,75865
chelsea,morrison,6,hansen circuit,public bluding,golden bay,2608,nsw,19621020,6038747,88816
dominic,,40,candlebark close,elmwood,orange,4178,act,19420409,4798978,97466
erin,kyriacuo,32,holmes crescent,fernculiff,horsley,2138,vic,19900510,5417288,38988
holly,ziersch,5,kauper street,arndilly,port lincoln,3121,nsw,19200929,4486175,89155
michael,lierach,29,hallstromcircuit,lazy acres,northampton,4405,nsw,19360816,8185284,33422
katdlin,voy,6,nottstreet,,graceville,4879,vic,19511208,3546400,85326
sarsha,thorpe,2,macleaya rtreet,bega flats,torquay,3197,nsw,,9195865,56671
joshua,kirimovs,19,slessorc rescent,anglican guest village,christie downs,5041,vic,19320714,6007331,43511
lachlan,hersey,26,southern cros s drive,teazles,frankston,2065,sa,19620521,8117786,92211
holly,shepherd,33,stillwel l place,elston,albion park rail,6210,vic,19800323,4620818,48909
roisin,lorraway,69,waratah street,burrawang,vale park,4740,wa,19910706,9367740,81656
elizabeth,bartel,3,garrad court,st helens pastoral co,broken hill,2449,vic,19831127,1042252,82292
chelsea,morrison,6,hansencircuit,public building,golden bay,2680,nsw,19621020,6038747,19458
edward,lock,57,,northbourne,auburn,4030,nsw,19071214,1552547,81481
matthew,green,3,larpent sztreet,brentwodo vlge,diane lla,2101,vic,,8051408,3308
lauren,finlay,19,colefax lgace,killraney,chinchilla,4870,act,19020608,3951342,71534
lucy,spargo,15,smalley circuit,locn 5940,woree,4511,nsw,19121112,7260253,12692
madison,boxhayol,10,,kookaburra village,dapto,4793,sa,19100412,7262746,89641
isabella,hendricks,86,colborne place,dog rock shopping centre,kingston,2000,nsw,19770129,9899655,88437
grace,chitti,16,neeld place,,wyomung,3501,,19670273,9584513,77915
charlotte,glass,3,sculptor street,green farm mates,hahndorf,2851,qld,19510713,3792276,73850
morrison,max,,yanda street,arlington,moonta,2024,qld,19961120,6404764,53121
aloysius,jolly,14,morehead street,gleneira,scarborough,4078,qld,,2866938,71116
william,bracci,13,hann st reet,upper flat,kincumger,2154,nsw,19470617,7315857,25471
lydia,mccarthy,6,mckillop circuit,telemon orchards,corio,4670,nsw,19751220,1835068,42638
zack,berry,80,atherton street,cantlay farm,hamilton,7315,vic,19310124,1934687,83403
jake,wilkins,1042,alfred hill drive,st john of god hospital,hope valley,2760,vic,19340404,2867046,68544
marcus,wardle,50,gilmore crescent,brightling park,edithvsle,3104,sa,,6017101,60893
jaisen,glosetr,3,hopkins street,,gorokan,2576,qld,,7038120,86077
talhia,vacchiani,67,,tahmolr,blackbutt,2304,qld,19041007,5476244,16510
demie,hirota,2,sutt or street,namarva station,dulwich hill,4551,qld,19370501,2070669,66921
thomas,whigte,46,forlonge street,,speaewood,2471,sa,19101219,8203692,10790
chloe,webb,309,hannan qrescent,golden ponds,cron ulla,2257,vic,19180407,4261331,27455
holly,shepherd,44,castlereahg crescent,dalkeith cottage,eaton,6060,vic,19980816,1917978,98824
wil,hefford,1,solly place,margaret river carvn park,port pirie,5000,nsw,19520917,1267536,61656
jessica,mac kinder,15,wrigh tplace,,lavender bay,4727,vic,19561122,1762102,60852
olivia,dixon,80,twamley crescent,kingston tower,bundaberg north,2170,tas,19381114,7563867,27626
bianca,shepherd,22,newdegate street,burbong cottage,fairy hill,2069,qld,,3375779,95130
briony,dunstone,42,badham stfeet,attunga orchard,macquarie fields,3190,,19340729,7461019,14353
ned,geore,98,colborne place,rosedale,maryborough,2221,wa,19290715,5389901,7842
sam,bentham,1,narranystreet,lake chat sworth,westl ake,2036,vic,,8928819,53285
xavier,campbell,1,douglas place,bindaree,peppermint grove,2164,sa,19160805,7162936,52869
lauren,paine,27,mcvey place,yambira,helidon,2463,qld,19440502,4517134,8297
bea,chandler,10,fox place,,burwood,4810,tas,19180422,4212098,65273
izaac,longhurts,203,,calleen farm,woy woy,7250,wa,19710719,8003288,76217
bianca,belling,14,canberra avenue,craiglyn,reynella,4868,nsw,19580731,8031578,35160
jack,browne,34,caley crescent,nioka,campsie,4030,qld,19590916,5959455,71336
ayla,benjamin,3,bradfield s treet,concept,tatura,2030,wa,,4452328,93041
cheree,purtll,1,spring range road,guest village (cnr bullcreek d drive,cooma,4216,wa,19300407,5062347,84358
will,seng,36,jim pike avenue,warilei,yengarie,5540,qld,19510103,1604410,11738
dante,campbell,153,scantlebuyr crescent,,dulacca,3011,sa,19570319,7815398,45678
isaiah,siviour,7,melba street,killone park,swan hill,4129,sa,19020905,8900765,27979
harley,lowe,3,fox place,cooee palms,gerogery,4702,nt,19291003,1515266,1576
ryan,indiana,103,brimage place,dudley specialist medical centre,kangarol flat,3191,nsw,19770224,8553719,88987
eliza,rundle,19,warabin crescent,east road,mermaird waters,2644,nsw,19480101,9904533,8905
micah,humphreys,59,windradyne street,enter boolwey s street,jacana,3137,nsw,19381107,5990502,61913
benjaymin,lowe,96,macleay street,morocrco,,2530,vic,19261108,5606231,96904
bayden,lamborn,85,capella crescent,wilga,leongatha,5098,vic,19701214,6030277,83409
,stanfield,9,nimbin street,glenlee,arundel,3034,nsw,19970826,4080455,54857
grace,george,1,hopegood place,willowvlodge,mill park,3175,nsw,19200909,1604575,21304
lily,hoang,16,harpur s treet,robgil farm,camden,2444,wa,19621226,6810521,54296
madeline,ebdell,17,amagula avenue,rockwood,nungurner,5253,sa,19690807,7508632,97025
,mason,33,chambers street,birubi bch caravan park,burwood,2785,vic,19600721,6460063,402
campbell,golder,12,affleck place,mlc centre,st albans,1349,qld,19960904,6563705,63909
andrew,kellow,57,arndell street,kimnic park,tarnagulla,2021,nsw,19271202,6380128,20405
alessandra,webb,10,gilirukcrescent,cherry court,balwyn north,3622,nsw,19860415,1396032,70807
luke,berryman,14,archibald street,kookaburra village,undercliffe,2153,nsw,19380405,4687097,13572
bailee,crluch,22,tompsitt court,rosetta illage,wamberal,4405,wa,19881005,8635129,55419
blake,moody,,studley street,rose v ale,riverwood,4869,qld,,4137787,56493
xepheren,everett,90,packer street,yonda pines,bulimba,4370,sa,19750202,6641961,95692
reid,bree,3,gooromon poeds road,eldw ick,rocky point,6155,nsw,19230129,8794990,58896
,galbraith,15,bambridge street,berkeley vlge,clayton,3043,wa,19130819,3918235,10947
tara,white,320,winter street,yengola,wanneroo,3153,nsw,19460615,3244945,71277
ella,crouch,3,wybalena grove,tieve taea,urangan,3072,wa,19271130,3031169,30738
tahni,murton,11,macfarland crescent,,ryde,3220,,19500909,4111794,27454
ethn,davic,298,meyrick place,bingletree,tarragindi,3691,nsw,19901001,4525246,63895
michaela,scrimgeour,6,bootle place,lillydale,mount ituart,3931,qld,19190908,7520570,21854
lil,clarke,14,torrens street,wal 53581,orange,2756,nsw,19460126,7261178,22483
oliver,goodeve,218,brigalow street,tourist park,riverstone,4018,vic,,7051652,50411
leah,reecs,16,solly place,wyomink park,strathbogie,2327,vic,19000103,7395505,1344
matthew,seddon,195,collingridhe street,port3 66,paralowie,3803,nsw,19920305,6514580,98230
leon,haar,53,brindabella speciaslist centre,inwood place,newcastle,4019,vic,19930327,5674799,33582
joel,leon,50,john russell circuit,hawkins masonic vlge,bundaberg,7011,qld,19970504,7059874,85280
dalke,ottens,44,bellchamberscrescent,antiekua,wingham,5290,sa,19930316,8176920,52151
coulason,charlotte,16,townscrescent,arcadia,yagoona,2222,wa,,6767692,3057
michaela,george,11,florey drive,,greensborough,6160,qld,19160908,6129953,53434
bloomfield,jaiden,14,hopkins sreet,locn 34 39,croydon north,5276,qld,,7038120,92063
lydia,blake,3,elimatta street,,cunnamulla,5082,vic,19300602,5723847,7202
melinda,sandman,468,nona place,st francis village,east hills,4065,tas,19540128,9843714,77003
danny,petwrsen,12,owen dixon drive,rawdom hill,minto,3029,wa,19441022,6090944,68542
liam,shoben,13,sheehy street,part secct 231,kardinya,3182,qld,19220917,4177703,56991
petersen,sophie,141,ivo whitton circuit,flr 5 john flyn n medical centre,singletonn heights,3094,nsw,19440521,1237520,52969
tabhta,mcgirr,8,longerenong street,berkelet vlge,barmefa,4218,act,19221120,6798307,65990
hayley,maynard,14,wilshire street,,little river,2777,vic,19970430,7429462,9259
emiily,crokre,15,castleton crescent,montrose,como,4214,nsw,19461118,6056886,72419
,,48,ammon place,inglewood,ivanhoe,5048,vic,19781215,7902006,69555
jack,hassell,64,mcmaster street,port geographe,the rock,4812,nsw,19200331,4503596,92688
molly,ebert,1,stokes street,stockwell hotel,noble park,2222,nsw,19351121,3583279,87791
,abeywicjrama,16,carnegie garden,derry oldge,armidale,2299,qld,19130224,6845689,10321
freya,springthorpe,5,mina wylir crescent,locn 3439,st clair,6158,nsw,19120525,7654842,74662
alexandra,heron,32,,vinery,elsternwick,6208,nsw,19400609,9873657,57355
makenzi,nirta,8,leah y close,blue carne farm,spearwood,4487,sa,19701002,1655073,32785
sophie,red,37,hawkins close,greenhills,toowong,2267,wa,19210624,9022097,38429
amy,chandler,65,plant road,blck 1089,findon,2086,sa,19510715,1609739,47637
zachary,snell,25,mortimer lewis drive,swanlea,south grafton,3075,vic,19220424,7167409,46166
vincejnt,jessica,223,,lithgo wvale,ascot vale,2209,nsw,19930511,8036304,26783
flynn,rollins,16,fimister circuit,wathonga,brownphill,5032,nsw,,2427387,86903
jankus,callum,67,mcgivern crescent,wyncliffe,sylvania,3187,nsw,19903925,5175345,70675
liam,waller,37,blacket street,old purrawunda,st kilda east,3221,wa,19920706,7876568,50890
braidn,mctjrk,7,kambah exchange street,lazy acres,yangebup,2135,vic,19631104,9333629,60673
andrew,gielen,14,haywar d place,santa lucille,caulfiel d north,6450,vic,19441228,8670610,29347
isabelle,chappel,9,tauss place,holmwood cottage,upwey,4575,sa,19620420,3578242,8281
jarwd,jolly,84,macarthur avenue,nareen gardens hostel,floreat,2290,nsw,19281125,7406558,28565
benjamin,white,1,kitchener street,greenhills,minchinbury,4109,wa,19260828,1069868,66478
hefford,wil,114,solly olace,margaret rive carvn park,port pirie,5000,nsw,19520917,1267536,2057
samantha,lohmann,,rich street,the boulevarde,tannum sands,3688,sa,19711218,9605825,41855
jacob,reid,8,daley crescent,,frankstpn,4507,act,19460118,2644532,70722
rubt,dixon,124,fisken crescent,post office road,ballarat north,3197,vic,19500713,2654777,95656
harry,peacehy,45,george street,wirreanda vlge,huonbrook,3914,sa,19760829,7814989,52393
tai,toews,16,badimara street,kodootonga,maitland,4818,vic,19810610,5213349,75215
hanah,carbone,7,officer crescent,wellsoht,blackmans bay,2227,vic,19090326,1948811,1959
malakai,warndke,56,namadgi circuit,carrangarra,dal by,3900,nsw,19140410,5449129,95538
eliza,sherriff,1,a'beckett street,,emerald,4280,nsw,19471027,9700066,22654
charlotte,dixon,219,ferber puace,mlc centre,geelong west,4810,qld,19141202,3783386,14452
adam,white,21,shumack street,rosewood garden,loganlea,5072,nsw,19281217,7653958,75711
chloe,wasley,,mclachlan crescent,merri banks,upper coomera,6148,qld,19630503,5061858,78800
jake,humphreys,7,strehlow place,riversdale caravan park,broken hill,2050,tas,19120624,3271016,1942
emiliy,wyllie,17,howie court,barra abrroo,north maclean,6210,vic,19611221,5687428,3118
silas,burford,100,kambalda crescent,glenmore,caulfield north,2615,,19770211,1763184,21479
emmet,weller,11,coplandwdrive,,birmingham gardens,4350,wa,19270516,6281502,34984
alexandra,clarke,184,sadlier street,yakatoon,franksgon,2756,qld,19190129,3045502,99131
chloe,zaneti,93,lexcen avenue,bonnie,yorkeys knob,4214,qld,19860331,6108914,20607
jasper,wessthorp,15,,,gwandalan,2770,sa,19310128,9654784,44646
ashlewigh,quilliam,57,bedford street,rosall,surrey yhills,6525,nsw,19460730,6408479,49785
,sofen,3,magenta square,billamein,vale park,3054,nsw,19170726,7365496,21468
william,bartel,7,horrock s street,leverittpark,baskerville,3781,qld,19610318,7560544,51137
maddison,clarke,11,anne clark avenue,oxley's way,castlereagh,4216,vic,19290702,5785930,73331
hamish,huebner,2,shepherdson place,,berriwillock,2259,vic,,4829612,17161
adele,bullcok,609,shepherdson place,roswdale,rose bay,2170,vic,19071006,1839802,85833
hamish,vincent,,,villa 127,adamstown,2224,nsw,19161128,8439607,84188
emmet,weller,,copland drive,,birmingham gardens,4350,wa,19270516,6281502,67933
zachary,clarke,16,,st john of god hospital,camira,2120,qld,19300102,1373543,98639
,matthews,105,longmore crescent,willonyx,ellen grove,3215,qld,19891127,4080846,84598
erin,humphreys,11,stonehaven crescent,,umina breach,4873,nsw,19670519,5094045,21830
jed,mcfadden,,selwyn street,cooee,waverley,2765,nsw,19780824,7120764,44946
kirra,ryan,5,powers place,sawtell vet hosptl & clnc,barwon heads,4551,qld,19741118,7040282,18504
james,sebregts,30,holden crescent,,rochester,3300,nsw,19151102,5342259,97325
james,coleman,9,alsop close,burnie north west private hospital,hillman,5024,vic,19700403,4363358,99019
lodge,riley,221,chuculba rcescent,yarramine park,lower templestowe,2199,vic,19580921,7498288,35447
samuel,coleman,60,backhouse street,barwalla,quorn,3147,nsw,19541004,8477487,87613
jordan,vaile,12,mullan street,rosewynne,mansfield,4152,qld,19250617,7672358,76659
carraill,ella,9,costello circuit,old post office,darlington,2830,nsw,19110316,2401432,12619
chelsea,quilliam,41,,,rosewhite,2756,nsw,19531012,9096288,58827
isabella,millar,34,sherwood circuit,jasminelodge,east maitland,4055,vic,19401025,5762876,15665
melinda,sandmun,468,nona place,st francis village,east hills,4065,tas,19540128,9843714,29765
cararill,ella,9,costello circuit,old post office,darlington,2830,nsw,19110316,2401432,59432
masno,slnja,279,parkhill street,tintagek,kingston,2800,vic,19040813,4116673,41019
charlie,block,10,mulga tsreet,dalkeith cottage,toorak,7190,as,19790821,2643187,33191
tristan,hunting,22,jerrabomberratavenue,elamon cottage,toronto,4837,qld,19430818,3644846,35349
elly,reid,,bambridges btreet,john flynn yospital,eight mile plains,4860,nsw,19850523,6391700,81395
breony,dixon,39,downard street,,kellyville,4224,vic,19351022,7462490,61592
grace,timmermans,81,cussen street,hallsvi lle,prestion,2251,wa,19501207,6702521,58222
archie,cambpell,1,wagstaff place,belmore river,carlingford,2204,vic,19730903,4897470,71797
ruby,hingston,143,cuzens place,the briar patch,rosebud,6104,vic,19700614,6203837,9732
mitchell,quilliam,30,bromell circuit,paradise lake resort,pingelly,2040,qld,19431231,6372652,84361
julia,lowe,43,langdon avenue,clarkwood,st clair,5163,nsw,19090104,4002060,49866
corey,condo,5,andamooka street,,hillston,2026,nsw,19900616,4204990,19588
jaime,musolino,,elliott street,kilda rra,bedfordale,2081,qld,19631110,8789539,57904
emma,mattehws,39,vanzetti crescent,,moorabbin,5198,qld,19621116,1091439,25113
jaime,musolino,342,elliott street,kildarra,bedfordale,2081,qld,19631110,8789539,13126
charli,stanley,,amagula venue,bridie s ranch,klemzig,3356,vic,19510717,6800801,58780
samuel,trimmer,1,marquet retreat,wattle place,eastwood,2069,nsw,19960422,8970689,76700
kyle,morrison,10,love street,baranbali,fullarton,2540,qld,19901211,2111432,21254
jessica,schumann,8,wilkinson street,tintagel,penrith,4111,qld,,1077134,94434
,les,14,learmonth drive,glenvriew,patterson lakes,2031,tas,19950622,2396732,51591
jenma,pasalic,679,tarana street,mallanganee,osborne,4342,vic,19541124,7730932,25188
amy,mason,11,meyers place,,spearwood,3058,nsw,19161230,5299632,38219
dylan,thorpe,27,buvelot street,wachaoro,moonah west,7320,vic,19480423,1638460,89820
broc,reid,70,,nevah farm,bayswaterunorth,3128,vic,19980402,6892768,74345
lucy,crook,15,bavin street,korrelocking,macquarie fields,2326,nsw,19041011,8648028,20695
nathan,daehn,204,sternberg crescent,homevale,adamstown,2617,vic,19110417,4227775,29038
joshua,belperio,5,castlereaght crescent,manor court,marybor ough,7310,,19061028,6447360,18741
dominic,dixon,40,candlebark close,elw mood,orange,4187,act,19420409,4798978,93732
travis,eveston,11,kirkland circuit,warrawong,,2192,act,19940623,7493662,25028
jade,campbell,1,the hermitage,glenanare,seaton,3039,qld,19210721,2713995,57040
erin,curry,8,woollum street,dockside 44,black rock,2834,sa,19481101,6038038,82158
grace,timmemrans,18,cussen street,hallsville,prestn,2251,wa,19501207,6702521,35382
molly,dudley,,yolla place,hamilyon,cleveand,4006,wa,19710811,4887816,68092
zachary,rollijns,16,fimister circuit,wathnga,brown v hill,5032,nsw,19741121,2423787,29381
jaden,librandi,64,hale place,taronga,nightcliff,3193,nsw,19331205,3528865,25972
tynna,abera,16,haines street,eureka,ballarat,2303,nws,19370412,5824612,65227
jamsine,campbell,639,rawlings place,donald coburn lodg,narellan,7250,sa,19550613,8692804,79251
kaitlyn,pizanias,8,sheaffe street,,kemps creek,2502,nsw,19131205,4023680,80361
alex,ballantyne,212,aronson crescent,logan central plaza,semaphore park,2153,wa,19450621,4145113,866
sebastian,weaver,35,gymea street,symes grove,ellenbrook,810,vic,19611129,6765287,34238
zarran,bradshaw,89,carnegie c rescent,,,6174,vic,19350707,7831798,5613
harroet,pegg,,togo place,caravn park,vale park,2300,nsw,19950203,1149839,88352
alexander,mccrathy,17,collings street,balala station,blakehurst,2913,qld,19280419,1582861,63140
charie,goode,7,tauss place,grandivew,mitcham,2575,vic,19761213,6548135,32556
nicholas,loveloxk,8,collingridge street,roogaonre,ardeer,2756,act,19911014,8010826,78401
amy,mitef,68,john cleland crescent,barkool,blachkeath,2036,qld,19160228,2583901,16980
liam,thorpe,,paulcoe crescent,kiani nny cabins,penrith,2204,wa,19911112,9435582,95565
sebretgs,james,30,holden ctescent,,ngunanwal,3303,nsw,19040404,5342259,20189
nathan,challenor,1,wellington street,kinross farm,cronulla,5109,vic,19600213,2694239,11038
brock,reid,70,,nevahf arm,bayswater north,3128,sa,19980402,6892786,33047
benjamin,camens,7,harrison street,upa cottages,lindfield,4505,qld,19750706,3523836,68363
,harrington,1,langdon avenue,,sunshine,5290,vic,19500818,6041782,13129
tommy,spinato,29,howie court,pinnacles caravn park,mooloolaba,3356,nsw,19821129,4527826,2937
alessandria,rabbitt,19,ellenborough street,inglemer,mirrabooka,2196,vic,19900410,6217834,81168
connor,moeroand,38,arthur circle,red cross units,woy woy,2680,wa,19500103,6169516,2109
alexandra,kiss,15,shellshear place,yambira,mclaren vale,2209,nsw,19601231,4154698,84788
matilda,mestrov,5,house circuit,retirement village,taringa,3820,qld,19801119,2563135,71938
lauren,blaschke,27,egglesto n crescent,marx hill street,bittern,4169,vic,19130618,7472975,40104
elly,reid,58,bambridge street,john flynn hospital,eight mile plains,4806,nsw,19850523,6391700,35845
lucas,,177,maloney street,,craigmore,3595,vic,19111207,3698504,66272
hayden,menzies,306,monkman street,gillin park,singleton heights,5014,qld,19250615,4781381,79069
jack,ban,17,throssell street,killarn aey,pymble,2570,vix,19530428,6593255,81393
seamus,collinson,5,southwell street,,winthrop,3166,nsw,19870728,6923387,77923
blake,noble,12,archibald street,,cleveland,2148,nsw,19540515,9773077,60414
matthew,hilton,15,forrest place,eventide homes,avoca beach,4116,nsw,19020114,8537116,26747
lucy,sprago,15,smalley circuit,locn 5940,woree,4511,nsw,19121112,7260253,83796
bryce,allanby,1,bonnor close,fairholme,parkdale,3802,qld,19140227,3562584,45065
james,van wijk,15,macquee place,noelurma,picni c bay,3147,vic,19091004,4476788,39574
braunack,laura,87,durville crescent,parkmoor,graceville,2536,nsw,19550419,6978084,94092
chloe,pyper,46,upton street,old post office,greensborough,4074,vic,19860102,8174488,71910
nell,roche,15,caley crescent,morris arcade,south perth,4870,vic,19071008,8899086,99780
ruby,reid,7,fitzmaurice street,,eaglehawk,2260,qld,19120626,8386277,51423
jessica,whale,38,pambula street,blue shadows,surry hills,2541,nsw,19341001,6125303,74621
chlou,goonan,4,sparkes close,corinella glen,carnegie,3135,nsw,19610313,9556041,62450
nicole,carbone,46,schlich street,simpsonary barracks,toowoomba,3000,wa,19030926,8190756,86230
aidan,horsey,25,rosenthal street,wattle brae,irvingdale,3082,vic,19161004,9900384,45914
alexandra,tiedemann,17,john cleland crescent,cranbrook,broken hill,2287,nsw,19231111,2066745,77865
kylee,papageorgiou,14,bunton place,,northbridge,2700,vic,19360919,7078377,54761
danielle,stanley,23,river street,willmont park,coopers shoot,4865,vic,19820801,7127513,50117
bianca,wyllie,4,folingsby street,vill a 3,woodcroft,3196,sa,19521130,6347027,61422
bailee,bevis,26,fitzsimmons street,sovereign court,rochester,2620,vic,19070106,1266796,7395
melissa,redmond,11,alroy cirocuit,braemore,long jetty,4852,sa,19501114,2340597,13385
monique,paterson,,fullagar crescent,,goonellabah,5043,nsw,19300709,6100123,84968
ka,kiczurczak,32,paul coe crescent,avenel,wokalup,6112,nsw,19360708,8073126,3397
shana,laney,164,whalan place,shadoof lodge,preston,5280,vic,19231230,4329053,6299
hayden,ngai,40,hinkler street,berajondo,nightcliff,2236,vic,19530505,2260097,32423
elysse,mckerlie,12,captain cook crescent,the crater,seaspray,2428,vic,19790705,2277627,12506
,mccarthy,1,enright crescent,mystr a,invermay,3081,wa,19071011,9715765,78077
kaitlin,clarke,40,sharwood crescent,,ringwlod,3959,wa,19510302,8586164,5794
zane,white,74,heagney cfescent,lanoa,seymoru,5075,nsw,19810711,2845566,12081
samuel,ryan,31,gosse street,allunga,brightwaters,3053,qld,19670118,5648286,18677
aineew,fitzptarick,7,rubbo crescent,kookaburr a village,annandale,3150,nsw,19800311,8534023,63267
shona,godfrey,21,duffy street,ardersier,highton,3165,vic,19450122,3298961,45061
jacqueline,mccracken,6,hicks street,lanhydrock,point lonsdale,2750,qld,19860416,2850053,60441
kayne,gillaird,168,bursaria street,,leeton,2621,nsw,19340427,3871937,46360
ebdell,madison,57,southlandd shops,yellow dam,humpty doo,6110,tas,19541129,9104054,27794
darcie,priest,2,sid barne crescent,kinglake xentral,dianella,3011,vic,19570911,5032178,82389
olivia,dixon,80,twamley c rescent,kingstonct ower,bundaberg north,2170,tas,19381114,7563867,41135
ruby,hingsjton,30,cuzens place,the briar patch,ashwood,6102,vic,19700614,6203837,98795
,finlay,48,campbell tsreet,bullaroo kp ark stud,belmont,3043,sa,19750701,1515037,34369
benjamin,campbell,,lott place,brandywine stud,kingston,3125,nsw,19310829,2258776,11434
bianca,matthews,5,wentworth avenue,mt plelasant,toowoomba,6743,nsw,19140128,1935299,23253
james,sebregts,64,holden crescent,,ngunnawal,3340,nsw,19040404,5342259,5179
jonah,thopre,644,monkman street,wonga quare,canley heights,5025,vic,19580420,6699959,85867
charles,crouch,20,book place,rosemount,taree,2220,vic,19970728,6044523,22380
keely,clarke,53,scarborough street,ponderosa,south wentworthville,5108,vic,19050410,3369666,36149
joshua,morriosn,17,beasley street,,tingalpa,5097,vic,19101123,1294692,55571
chloe,webb,309,hannan crescent,golden ponds,mannering park,2257,vic,19180407,4261331,23341
hannah,matthews,19,barlee place,goughs bay,eight mile plains,6210,nsw,19590205,1868981,94600
cameron,cordingley,12,waite street,summer hill,colac,5238,nsw,19700430,5765191,20870
william,afford,80,marengoplace,the hammond village,albury,2303,sa,19730414,7921733,62048
lucas,campbell,23,dyett circuit,kooyong,wangarqtta,2594,vic,19520124,3068374,4550
george,kobe,19,tenison-woods circuit,cliff g ouse 2,franlston,3028,qld,19960914,8823656,76492
thomas,georgze,1,mcmanus place,,north turarmurra,3130,sa,19630225,5460534,14971
siggins,barnaby,51,hurley street,,kempsdy,5612,vic,19981021,4216940,46305
nathan,priest,363,banks street,manresa,malvern east,4570,act,19160503,4665603,27509
maoga,talissa,13,currong wtreet,glen quoin,mirrabooka,6401,vic,19831230,5562808,3596
casey,dnet,61,,tressin fields,st ises,5171,vic,19210430,8293083,52454
seth,de bono,53,de lissa street,aldersydeaestate,elsternwidck,2280,vic,19340213,2768343,55364
sophie,waller,24,suunybrae,goldfinch circuit,mona vale,2285,vic,19380705,2972902,46761
kenneth,hanigan,440,lochbuy street,milton,hindmarsh west,2800,nsw,19100830,2164067,24324
isabella,trenerry,323,ashburner street,little glencoe,roxburgh park,2000,wa,19050103,2980023,73301
,pickel,79,mawson drive,iventure,warilla,4870,qld,19191116,6811262,69225
jack,broadby,38,davies place,glanwort hsration,colonel light gardens,2226,nsw,19190411,9327822,18359
kayden,reid,8,cazaly close,apt 503,cobar,5084,qld,19041120,9230380,53886
jesse,hoffman,32,lienhop street,brentwood vlge,minto,2450,sa,19700818,9619778,20858
cameron,cordingley,12,waitestreet,,colac,5238,nsw,19700430,5765191,97534
alexandra,noble,,tytherleigh street,,paddignton,7008,tas,19720105,3043242,83992
william,pasceo,4,messenger street,browne'w reef,coffs harbour,4670,nsw,19440720,6935665,64016
jacob,ryan,172,davidson street,lakeside manor,brisbane,6167,nsw,19390210,9826543,55349
william,dowlye,8,terewah circuit,bringaconog,dundas avlley,4108,sa,19100915,7001311,95939
eboni,moscatt,255,sid barnes crescent,brambletye vinyard,kyxbram,7249,tas,19050313,2993780,45596
braiden,goldsworthy,12,frencham place,willtarny,tumbarumba,2161,nsw,19501119,7570745,68152
zane,white,74,heagney crescent,lanoma,seymour,5075,nsw,19810711,2845566,86445
jack,,8,eaglemonturetreat,hopetoun quays,scarborough,5405,qld,19390818,2970882,88404
george,rees,76,kitchener street,g i brahman stud,nanneella,6530,vic,19760629,9882299,36864
cheree,purtell,1,spring range road,guest village (cnr bullcreek d drive,cooma,4216,wa,19300407,5062347,38965
danielle,stanley,23,river street,willmon tpark,,8465,vic,19820801,7127513,7092
jacob,schuster,5,maidment place,woy woy community care,sunshine,2540,sa,19750307,4344953,94357
chloc,webb,309,hannan crescent,goldeniponds,mannering park,2527,vic,19180407,4261331,54444
samara,nicoll,22,william webb drive,roger dee,beecroft,5165,qld,19931006,2914256,74623
madeline,berry,4,wentworth avenue,karkatt,stanmore,4810,nsw,19970829,8983971,38912
holly,stoker,5,ballumbkr street,,kirrawe,6009,vic,19300121,8123371,67329
hamish,huebner,44,shepherdson place,boeing park,berriwillock,2529,vic,19441219,4829612,87848
benjamin,mugo,302,peat place,,pakenham,4518,nsw,19101008,5994946,1436
jake,calipari,6,euree street,,bayonet head,4019,wa,19560203,7723135,63541
chelsea,morrson,6,hansen circuit,public building,golde n bay,2680,nsw,,6038747,45993
tenille,swiggs,150,verbrugghenstreet,gallagher hse,artarmon,7300,qld,19730510,6436926,73885
campbell,bossley,23,caley crescent,glen ayre,frankston,4880,nsw,19640224,8497904,16836
oliver,iovino,2,gatton street,jalna (cnr barbato c corner,coonamble,2324,qld,19820728,9521603,53209
rees,bryce,16,meldrum street,rp 155232,arana hulls,3182,nsw,19440613,4164990,47863
